15-04-2016	1090
15-04-2016	113050
15-04-2016	1230,8
18-04-2016	1493
18-04-2016	113450
18-04-2016	1234
19-04-2016	1510
19-04-2016	16,85
19-04-2016	113330
19-04-2016	1250,7
19-04-2016	988
20-04-2016	1530
20-04-2016	17,05
20-04-2016	112900
20-04-2016	1249
21-04-2016	1585
21-04-2016	17,55
21-04-2016	114765
21-04-2016	1269
22-04-2016	17
22-04-2016	113400
22-04-2016	1245,4
25-04-2016	1569
25-04-2016	17
25-04-2016	113101
25-04-2016	1235
26-04-2016	1545
26-04-2016	16,95
26-04-2016	112230
26-04-2016	1235
27-04-2016	1570
27-04-2016	17,45
27-04-2016	113100
27-04-2016	1247,9
28-04-2016	1582
28-04-2016	17,2
28-04-2016	113510
28-04-2016	1256,1
29-04-2016	18
29-04-2016	115070
29-04-2016	1277
